,gameID,target,base_rep,rep_dist,corr_coef
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,1,-0.06890925892289038
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,2,-0.11922208725251493
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,3,0.06096006654550968
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,4,0.033811589451120116
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,5,0.05374321339604778
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,6,-0.062474991767076875
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,0,7,-0.09024091817306039
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,2,0.25484549707819326
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,1,0.21744887677371147
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,3,0.060960066545509665
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,1,0.6693886267437291
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,2,0.07305831355611045
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,3,0.18706104036489787
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,3,4,0.09026197335081984
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,3,0.35271747755442245
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,2,0.21310120703954188
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,4,0.033811589451120116
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,1,0.6693886267437292
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,1,0.041469770082044444
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,2,0.18275235342101823
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,4,3,0.06305897781267705
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,4,-0.06841959889037977
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,3,-0.0030424037492596053
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,5,0.05374321339604778
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,2,0.07305831355611045
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,1,0.041469770082044444
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,1,0.42518413932388294
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,5,2,0.5055115005068451
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,5,0.041759757727468004
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,4,0.04938646703613103
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,6,-0.062474991767076875
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,3,0.18706104036489787
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,2,0.18275235342101823
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,1,0.42518413932388294
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,6,1,0.4405103155493583
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,6,0.0006398054504792115
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,5,0.0830277300438
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,7,-0.09024091817306039
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,4,0.09026197335081983
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,3,0.06305897781267705
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,2,0.5055115005068451
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_00,7,1,0.44051031554935827
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,1,0.48062702919886285
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,2,0.27449669862705484
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,3,0.13124872978810107
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,4,0.25772461435583227
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,5,0.30385825125067467
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,6,0.07225993044620377
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,1,1,-0.11771535593844061
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,1,0.4806270291988628
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,1,0.26998161491149364
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,2,0.07891527011852174
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,3,0.09742276494465676
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,4,0.21161998290895243
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,5,0.08669254030356469
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,2,2,-0.016449866473048597
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,2,0.27449669862705484
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,1,0.26998161491149364
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,1,0.34294785971198255
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,2,0.17492560544555186
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,3,0.2776351293640258
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,4,0.20554553040461798
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,3,3,0.05779274348684419
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,3,0.1312487297881011
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,2,0.07891527011852174
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,1,0.3429478597119825
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,1,0.35645254105658186
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,2,0.5929187243271132
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,3,0.4098288583949046
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,4,4,0.22180909984720382
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,4,0.25772461435583227
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,3,0.09742276494465676
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,2,0.17492560544555186
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,1,0.35645254105658186
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,1,0.4632751123729116
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,2,0.36379307110655473
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,5,5,-0.09098817516678886
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,5,0.30385825125067467
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,4,0.21161998290895243
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,3,0.2776351293640258
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,2,0.5929187243271132
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,1,0.4632751123729116
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,1,0.4340058851071853
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,6,6,0.10743642976414482
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,6,0.07225993044620377
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,5,0.08669254030356469
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,4,0.20554553040461795
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,3,0.40982885839490457
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,2,0.36379307110655473
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,1,0.4340058851071853
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,7,7,0.21247156196734274
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,1,-0.11771535593844061
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,2,-0.016449866473048594
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,3,0.0577927434868442
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,4,0.2218090998472038
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,5,-0.09098817516678886
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,6,0.1074364297641448
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_04,0,7,0.21247156196734276
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,2,1,0.36515557208517785
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,2,2,0.33400932114380427
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,2,3,0.08216191072782242
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,2,4,0.0936374708452206
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,2,5,-0.024253764601084683
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,3,1,0.3651555720851779
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,3,1,0.618153893584739
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,3,2,0.35651458723158314
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,3,3,0.5007317700743192
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,3,4,0.19087241352375187
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,4,2,0.3340093211438043
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,4,1,0.618153893584739
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,4,1,0.22997854082790237
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,4,2,0.47913822829972497
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,4,3,0.14036689196170438
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,5,3,0.08216191072782242
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,5,2,0.35651458723158314
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,5,1,0.22997854082790234
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,5,1,0.4031507378090628
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,5,2,0.7249509973055704
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,6,4,0.09363747084522059
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,6,3,0.5007317700743193
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,6,2,0.47913822829972497
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,6,1,0.4031507378090628
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,6,1,0.3163505176914355
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,7,5,-0.024253764601084683
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,7,4,0.19087241352375187
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,7,3,0.14036689196170438
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,7,2,0.7249509973055704
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_06,7,1,0.3163505176914355
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,1,0.28949287538513074
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,2,0.21173584076525365
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,3,-0.1557315173754105
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,4,-0.01912043082057359
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,5,0.18581836775099422
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,2,0.3944815229762355
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,2,1,0.3566406447144062
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,1,0.28949287538513074
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,1,0.4694047026953282
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,2,-0.044840342654730594
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,3,0.18833296485384093
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,4,0.5362305050374311
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,3,0.1565531220717897
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,3,2,0.4781833646858707
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,2,0.21173584076525365
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,1,0.4694047026953282
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,1,0.074580201487655
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,2,0.30038662525394894
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,3,0.5400378676655919
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,4,0.18097606331171504
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,4,3,0.3989832700102316
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,3,-0.1557315173754105
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,2,-0.044840342654730594
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,1,0.07458020148765498
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,1,0.3586309294203396
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,2,0.056614290933594186
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,5,-0.11981953490804798
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,5,4,-0.1564695178514157
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,4,-0.019120430820573586
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,3,0.18833296485384093
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,2,0.30038662525394894
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,1,0.3586309294203396
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,1,0.15133385397156762
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,6,-0.07007193454415685
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,6,5,0.05547368532855459
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,5,0.18581836775099425
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,4,0.536230505037431
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,3,0.5400378676655919
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,2,0.05661429093359418
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,1,0.15133385397156762
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,7,0.32726771324621434
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,7,6,0.37954097824430205
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,2,0.39448152297623557
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,3,0.1565531220717897
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,4,0.18097606331171504
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,5,-0.11981953490804798
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,6,-0.07007193454415685
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,7,0.3272677132462143
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,0,1,0.274716418606758
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,1,0.3566406447144062
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,2,0.4781833646858708
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,3,0.39898327001023154
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,4,-0.15646951785141572
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,5,0.05547368532855459
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,6,0.379540978244302
0,2349-8db5cdc6-e266-4486-a9c2-b99b80593419,waiting_07,1,1,0.274716418606758
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,1,2,0.379340124815349
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,1,3,0.2865693080650747
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,1,4,0.30358167761224025
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,1,5,0.3829751877245456
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,1,1,0.3444055240944754
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,3,2,0.37934012481534896
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,3,1,0.4796917775395673
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,3,2,0.6011513136901923
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,3,3,0.500378616149384
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,3,3,0.4673721498707535
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,4,3,0.2865693080650747
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,4,1,0.4796917775395674
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,4,1,0.4860332926027069
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,4,2,0.41479209741584155
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,4,4,0.40686363455758895
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,5,4,0.3035816776122403
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,5,2,0.6011513136901923
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,5,1,0.48603329260270683
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,5,1,0.47480608181682893
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,5,5,0.383595926458754
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,6,5,0.38297518772454553
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,6,3,0.5003786161493838
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,6,2,0.41479209741584155
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,6,1,0.4748060818168288
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,6,6,0.2848914659136987
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,0,1,0.34440552409447533
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,0,3,0.4673721498707535
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,0,4,0.40686363455758895
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,0,5,0.383595926458754
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_02,0,6,0.2848914659136987
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,1,0.2624945215581275
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,2,0.27878002444132655
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,3,0.18285303340386913
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,4,0.4003486295396756
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,5,0.3362150515865134
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,6,0.5778699238649148
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,1,1,0.24617410792897146
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,1,0.2624945215581276
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,1,0.46850560429822063
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,2,0.15261270783738656
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,3,0.4585998383772515
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,4,0.35506150086510824
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,5,0.3701256708770636
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,2,2,0.2006828014571005
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,2,0.2787800244413266
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,1,0.46850560429822063
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,1,0.22690260180420763
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,2,0.3146810274686697
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,3,0.4005526212740518
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,4,0.4166067783086191
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,3,3,0.305317094464746
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,3,0.1828530334038691
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,2,0.1526127078373866
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,1,0.22690260180420763
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,1,0.24117113150072983
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,2,0.33013571054857554
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,3,0.14453727748172246
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,4,4,0.6689809074510386
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,4,0.4003486295396756
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,3,0.45859983837725143
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,2,0.31468102746866977
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,1,0.24117113150072983
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,1,0.39904876900667147
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,2,0.5212542545206443
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,5,5,0.24055730657496624
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,5,0.3362150515865134
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,4,0.35506150086510824
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,3,0.4005526212740518
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,2,0.33013571054857554
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,1,0.3990487690066715
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,1,0.47146330712260964
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,6,6,0.4256743996629557
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,6,0.5778699238649149
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,5,0.3701256708770636
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,4,0.4166067783086191
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,3,0.1445372774817225
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,2,0.5212542545206443
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,1,0.4714633071226096
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,7,7,0.22588105714012324
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,0,1,0.2461741079289715
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,0,2,0.2006828014571005
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,0,3,0.305317094464746
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,0,4,0.6689809074510386
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,0,5,0.24055730657496627
0,2391-14c2ae6d-73d2-4e2a-b4e8-d9cdedbd393c,waiting_03,0,6,0.42567439966295567
